"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-28T16:55:57+02:00";25.29
"cpu_usage_total.RAP";"2018-11-28T16:55:59+02:00";11.956
"cpu_usage_total.RAP";"2018-11-28T16:56:00+02:00";34.077
"cpu_usage_total.RAP";"2018-11-28T16:56:01+02:00";61.337
"cpu_usage_total.RAP";"2018-11-28T16:56:03+02:00";63.831
"cpu_usage_total.RAP";"2018-11-28T16:56:05+02:00";66.577
"cpu_usage_total.RAP";"2018-11-28T16:56:07+02:00";44.104
"cpu_usage_total.RAP";"2018-11-28T16:56:08+02:00";9.528
"cpu_usage_total.RAP";"2018-11-28T16:56:10+02:00";0.111
"cpu_usage_total.RAP";"2018-11-28T16:56:11+02:00";0.106
"cpu_usage_total.RAP";"2018-11-28T16:56:12+02:00";0.147
"cpu_usage_total.RAP";"2018-11-28T16:56:14+02:00";0.109
"cpu_usage_total.RAP";"2018-11-28T16:56:15+02:00";0.111
"cpu_usage_total.RAP";"2018-11-28T16:56:17+02:00";0.114
"cpu_usage_total.RAP";"2018-11-28T16:56:19+02:00";0.088
"cpu_usage_total.RAP";"2018-11-28T16:56:20+02:00";0.081
"cpu_usage_total.RAP";"2018-11-28T16:56:21+02:00";0.08
"cpu_usage_total.RAP";"2018-11-28T16:56:23+02:00";0.101
"cpu_usage_total.RAP";"2018-11-28T16:56:24+02:00";0.097
"cpu_usage_total.RAP";"2018-11-28T16:56:26+02:00";0.096
"cpu_usage_total.RAP";"2018-11-28T16:56:28+02:00";0.086
"cpu_usage_total.RAP";"2018-11-28T16:56:29+02:00";41.439
"cpu_usage_total.RAP";"2018-11-28T16:56:30+02:00";42.29
"cpu_usage_total.RAP";"2018-11-28T16:56:31+02:00";44.93
"cpu_usage_total.RAP";"2018-11-28T16:56:33+02:00";29.878
"cpu_usage_total.RAP";"2018-11-28T16:56:34+02:00";28.514
"cpu_usage_total.RAP";"2018-11-28T16:56:36+02:00";41.416
"cpu_usage_total.RAP";"2018-11-28T16:56:37+02:00";42.001
"cpu_usage_total.RAP";"2018-11-28T16:56:39+02:00";41.394
"cpu_usage_total.RAP";"2018-11-28T16:56:41+02:00";33.533
"cpu_usage_total.RAP";"2018-11-28T16:56:43+02:00";24.006
"cpu_usage_total.RAP";"2018-11-28T16:56:44+02:00";26.877
"cpu_usage_total.RAP";"2018-11-28T16:56:45+02:00";44.869
"cpu_usage_total.RAP";"2018-11-28T16:56:47+02:00";41.67
"cpu_usage_total.RAP";"2018-11-28T16:56:49+02:00";41.087
"cpu_usage_total.RAP";"2018-11-28T16:56:51+02:00";52.177
"cpu_usage_total.RAP";"2018-11-28T16:56:52+02:00";57.858
"cpu_usage_total.RAP";"2018-11-28T16:56:53+02:00";30.621
